id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
357958,Private terrace and bathroom & WiFi,1809119,Katja,Eixample,la Nova Esquerra de l'Eixample,41.38515,2.15145,Private room,41,2,163,2020-08-09,1.72,1,242
359814,APT. 4 P.. IN EIXAMPLE (BARCELONA),1819662,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.3872,2.15534,Entire home/apt,80,5,4,2015-08-19,0.05,1,365
"359841,""BacRou, design loft near the sea"",1820272,Rosa,Sant Martí,el Poblenou,41.40331,2.20929,Entire home/apt,129,2,320,2020-08-26,4.16,4,191"
363601,stylish flat in barcelona center,1837053,Ayal,Ciutat Vella,el Raval,41.37781,2.17345,Entire home/apt,60,32,26,2018-08-23,0.26,2,199
364030,Beatiful Terrace in Bcn center  HUTB-OODIEZ94ZERO3,1839136,Mires,Eixample,Sant Antoni,41.3756,2.16127,Entire home/apt,90,3,283,2020-10-12,2.65,1,308
"365911,""Low-priced,Super Reviewed Apartment"",1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37977,2.15495,Entire home/apt,92,3,77,2020-07-27,0.75,4,170"
"370665,""vig RIGHT IN EL BORN, OLD TOWN, HAPPY APARTMENT!!"",1447144,Apartments In Barcelona,Ciutat Vella,""Sant Pere, Santa Caterina i la Ribera"",41.38458,2.18118,Entire home/apt,40,29,0,,,132,365"
377161,Rustic apartment Parc Guell II,1444707,Jesus,Gràcia,el Coll,41.41895,2.14928,Entire home/apt,64,2,392,2020-11-24,3.72,2,151
379868,INCREDIBLE VIEW front Sagrada Familia+PRIV.BALCONY,1906952,Khris,Eixample,la Sagrada Família,41.4055,2.17124,Private room,20,2,312,2020-03-15,3.00,2,180
384063,nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT!!,1447144,Apartments In Barcelona,Eixample,la Dreta de l'Eixample,41.39606,2.17605,Entire home/apt,40,1,9,2019-08-18,0.09,132,337
"384155,Barcelona Center Beach Top Design,1751133,The Punset Family,Ciutat Vella,""Sant Pere, Santa Caterina i la Ribera"",41.38333,2.18125,Entire home/apt,61,32,70,2019-12-02,0.68,1,364"
384464,Paseo de Gracia / Plaza Catalunya,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38855,2.16942,Entire home/apt,85,2,93,2020-08-29,0.88,8,344
384867,A PERFECT DOUBLE ROOM  BCN CENTER,1926968,Monica,Eixample,l'Antiga Esquerra de l'Eixample,41.38777,2.16252,Private room,26,2,263,2020-03-11,2.53,3,25
"385049,MIRADOR 3 Bedroom Apartment Port Vell,3775349,Mafe,Ciutat Vella,""Sant Pere, Santa Caterina i la Ribera"",41.38214,2.1838,Entire home/apt,220,1,215,2020-09-06,2.02,31,303"
393717,Cosy apartment near Las Ramblas,1968590,Manel,Ciutat Vella,el Raval,41.37888,2.16744,Entire home/apt,114,32,319,2020-03-13,3.08,1,261
394692,A PERFECT ROOM FOR RENT CENTER BCN,1926968,Monica,Eixample,l'Antiga Esquerra de l'Eixample,41.38784,2.16119,Private room,28,2,331,2020-03-01,3.16,3,130
399772,VERY CENTRAL 3 STOPS AWAY RAMBLAS,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38221,2.15062,Entire home/apt,155,2,19,2019-08-17,0.18,2,316
"399967,""COMFY ROOM, WIFI, CENTER OF BCN"",1984642,Luciana,Eixample,el Fort Pienc,41.40168,2.18277,Private room,26,2,21,2020-01-01,0.20,2,350"
401481,Centric Apartment in Barcelona,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39186,2.1724,Private room,34,2,395,2020-03-11,3.74,2,365
401990,LARGE ROOM in a COOL STREET!!,2006133,Bruce,Eixample,l'Antiga Esquerra de l'Eixample,41.38962,2.16137,Private room,53,2,117,2019-09-29,1.12,2,178
"402657,""Central, Sunny & Charming + Wifi"",1117598,Amanda,Eixample,Sant Antoni,41.37509,2.15825,Entire home/apt,81,3,245,2020-03-16,2.41,1,0"
408127,chambre double à louer,2032512,Magali,Eixample,Sant Antoni,41.37578,2.16537,Private room,100,3,10,2019-12-22,0.47,1,0
408599,Charming 3bedroom flat with balcony,2034854,Roger,Eixample,Sant Antoni,41.37597,2.15778,Entire home/apt,44,2,346,2020-12-03,3.27,1,331
412649,Cozy flat by the Magic Fountain,542867,Gabriela & Miguel,Sants-Montjuïc,la Font de la Guatlla,41.37112,2.14866,Entire home/apt,43,2,176,2020-03-09,1.67,2,355
415892,Winter promo: 6x5. Modernist flat,366654,Watermen Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39014,2.1763,Entire home/apt,453,3,56,2018-04-25,0.53,5,365
"416704,""LARGE DOUBLE ROOM, WIFI, CENTER BCN"",1984642,Luciana,Eixample,el Fort Pienc,41.40002,2.18135,Private room,25,2,25,2019-06-23,0.24,2,0"
417239,SUNNY APARTMENT WITH TERRACE IN GRACIA,2074943,Kris,Gràcia,la Vila de Gràcia,41.40228,2.15742,Entire home/apt,68,30,95,2020-01-15,1.03,1,364
417814,Amplia habitación con privacidad,2072631,Camila Y Hortensia,Eixample,la Sagrada Família,41.40781,2.17521,Private room,20,2,53,2020-02-10,0.82,2,260
424137,Spacious apartment just by Las Ramblas,2108468,Pau,Ciutat Vella,el Raval,41.37949,2.17429,Entire home/apt,71,1,57,2020-12-13,0.60,9,326
425639,House with garden,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40725,2.14678,Entire home/apt,390,5,54,2020-02-28,0.68,1,358
432482,PENTHOUSE PANORAMIC VIEW,898600,Andre,Eixample,la Dreta de l'Eixample,41.39288,2.16313,Entire home/apt,134,7,240,2020-09-14,2.32,2,90
437886,Centric Apartment in Barcelona 2,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.3912,2.17238,Private room,50,2,246,2019-07-27,2.35,2,0
438102,Nice quiet room close to S. Familia,2176121,Rosa María,Eixample,el Fort Pienc,41.39776,2.18173,Private room,49,3,116,2019-11-30,1.11,2,320
"438123,""Apartamento """"Sagrada Familia"""" for 4-9 people"",189396844,Alex,Horta-Guinardó,el Baix Guinardó,41.40999,2.17058,Entire home/apt,85,2,55,2020-01-02,0.83,1,347"
"439057,""Paseo de Gracia - Diagonal, 120 m2"",2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,130,2,262,2020-11-15,2.53,1,354"
440427,Just Next to Sagrada Familia!!!,2041901,Dani,Eixample,la Sagrada Família,41.40332,2.17615,Entire home/apt,94,3,88,2020-02-29,0.89,15,365
443110,New apartment center BCN,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38921,2.15195,Entire home/apt,250,4,39,2019-06-03,0.37,13,365
443222,2-bedroom Bright and Classic Sagrada Familia Flat,2202284,Johanna,Eixample,la Sagrada Família,41.41032,2.17524,Entire home/apt,55,3,102,2020-11-10,0.99,11,95
"443909,""BARCELONA GOTICO ,great location"",2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37917,2.17711,Private room,35,3,315,2020-07-23,3.13,1,75"
446665,Double and Lovely room in Barcelona.,2218343,Elvira,Sants-Montjuïc,la Font de la Guatlla,41.3684,2.14075,Private room,32,1,53,2020-02-29,0.56,2,90
"449854,Center location. Magic terrace. 360º views,1267680,Victor,Ciutat Vella,""Sant Pere, Santa Caterina i la Ribera"",41.38734,2.18018,Entire home/apt,74,3,131,2020-09-20,1.26,4,204"
"451758,""Bright, elegant loft in center town"",1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,70,3,121,2020-08-01,1.17,4,76"
456333,DOUBLE ROOM with WIFI,2268672,Bruna,Eixample,la Dreta de l'Eixample,41.39731,2.17468,Private room,28,1,43,2017-11-01,0.42,1,0
"457195,Cozy apartment with 3 bedrooms,1405013,""Bcn Clols Apartments, S.L."",Eixample,la Dreta de l'Eixample,41.393,2.17107,Entire home/apt,267,1,15,2020-03-06,0.30,15,1"
"462012,Separate studio with its own garden,2296262,Nona,Sarrià-Sant Gervasi,""Vallvidrera, el Tibidabo i les Planes"",41.41385,2.11029,Entire home/apt,35,3,24,2020-07-07,0.23,1,317"
462062,Cerca de Plaza España.,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.37973,2.15158,Private room,25,28,104,2019-09-15,1.35,2,33
462118,NEXT TO CATHEDRAL 1,2262273,Rosa,Ciutat Vella,el Barri Gòtic,41.38379,2.17888,Entire home/apt,138,32,30,2016-03-02,0.29,29,365
462557,Large room and light. balcony (red),2298462,Juan Carlos,Eixample,l'Antiga Esquerra de l'Eixample,41.38482,2.16063,Private room,33,2,67,2019-08-18,0.66,1,107
468912,lovely double bedroom in barcelona,1923383,Kenneth,Gràcia,la Vila de Gràcia,41.39669,2.15623,Private room,40,2,111,2020-03-08,2.58,1,365
469177,Cozy apartment in Paralel for 8,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,90,3,200,2020-08-14,1.96,35,0
471669,El Poblenou* House @ Barcelona,1481173,Ciprian & Rose,Sant Martí,el Poblenou,41.39832,2.19995,Private room,80,1,63,2019-06-02,0.68,1,364
472062,close to Paseo de Gracia.,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,143,3,34,2020-02-23,0.57,5,333
473395,Walking distance to Paseo de Gracia,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,171,5,50,2020-03-10,0.71,5,148
473459,GALA - Between Gracia and Sant Gervasi,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.15304,Entire home/apt,138,3,21,2020-02-16,0.37,5,61
474669,Confort Apartment 2 Bedrooms WIFI,2353086,Oscar,Les Corts,la Maternitat i Sant Ramon,41.37883,2.12763,Entire home/apt,118,3,61,2020-03-11,0.60,1,192
475786,Room to rent in beautiful apartment,2358821,Anna Micaela,Gràcia,Vallcarca i els Penitents,41.41101,2.1465,Private room,79,7,0,,,1,365
477256,lightful apartment in poblenou',2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40065,2.19487,Private room,18,2,193,2020-07-17,1.86,2,358
"478173,""Penthouse in Barcelona, Sun terrace"",1724144,Promociones Andreo SL,Sants-Montjuïc,la Bordeta,41.37228,2.1423,Entire home/apt,150,3,49,2019-10-28,0.47,1,321"
478616,Retrome Barcelona,726695,Retrome,Eixample,la Dreta de l'Eixample,41.39594,2.1692,Private room,150,1,4,2019-09-09,0.06,1,365
480975,Cozy loft with a big terrace!,2272146,Javi,Sants-Montjuïc,el Poble Sec,41.37205,2.16569,Private room,50,1,0,,,1,0
481739,The Gaudi Suites II,2320210,Ale & Arthur,Eixample,la Dreta de l'Eixample,41.39634,2.16651,Entire home/apt,106,1,23,2020-02-16,0.45,49,1
485011,A Super unique/charming/hip room!,2400841,Skye,Eixample,la Dreta de l'Eixample,41.3914,2.17889,Private room,58,2,89,2019-10-14,0.94,2,0
488341,Single bedroom in the middle of BCN´,9535595,Adrian,Ciutat Vella,el Barri Gòtic,41.37931,2.17608,Private room,30,3,277,2020-08-27,2.66,1,0
490517,The Sagrada Penthouse,2320210,Ale & Arthur,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40555,2.16905,Entire home/apt,106,1,29,2020-02-08,0.53,49,1
490803,Plaza Sagrada Familia apartmen(1-6),2320210,Ale & Arthur,Eixample,la Sagrada Família,41.40288,2.17184,Entire home/apt,118,1,71,2020-03-02,0.89,49,1
490853,Private Balcony in Sagrada Familia,2426746,Joel Giraldo,Eixample,la Sagrada Família,41.40473,2.17395,Private room,38,1,496,2020-07-19,4.77,4,356
493122,lightful apartment in poblenou,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40018,2.19436,Private room,18,2,199,2020-11-14,1.91,2,360
494834,Sant Pau Barcelona Suites,2320210,Ale & Arthur,Horta-Guinardó,el Baix Guinardó,41.41029,2.17108,Entire home/apt,94,1,32,2020-02-17,0.58,49,0
496997,Lovely & Elegant Apartment in Eixample 1-2,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,110,3,215,2020-09-30,2.08,35,0
497545,Delightful & Elegant close to Paseo de Gracia,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,120,3,164,2020-03-09,1.59,35,0
"498416,""Comfy & central, large shared terrace, Gothic"",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38305,2.17326,Entire home/apt,28,32,9,2019-08-21,0.09,56,365"
498632,Prime location. Barcelona Apartment,71615,Mireia And Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38544,2.15894,Entire home/apt,106,1,75,2020-09-02,0.94,23,350
502436,FANTASTIC RAMBLAS,2262273,Rosa,Ciutat Vella,el Barri Gòtic,41.37948,2.17666,Entire home/apt,140,33,3,2014-08-28,0.03,29,365
507667,Habitación cerca sagrada familia-2,2176121,Rosa María,Eixample,el Fort Pienc,41.39625,2.18191,Private room,60,3,86,2020-03-01,0.95,2,320
507972,House with pool in Heart Gracia!,2303967,Anna,Gràcia,la Vila de Gràcia,41.40764,2.15373,Entire home/apt,500,5,53,2019-08-26,0.59,1,23
508212,Central Atico Apartment with Private Terrace,2504689,Carolina,Eixample,l'Antiga Esquerra de l'Eixample,41.39112,2.1561,Entire home/apt,96,90,71,2020-01-06,0.69,1,161
510923,Lovely Penthouse in Barcelona,2517389,Sara,Sant Andreu,el Congrés i els Indians,41.42255,2.18061,Entire home/apt,70,6,23,2017-08-14,0.25,2,299
511739,sfp1 NICE 2 BED ACOMODIS APARTMENT SAGRADA FAMILIA,1447144,Apartments In Barcelona,Eixample,la Sagrada Família,41.40238,2.17082,Entire home/apt,98,1,7,2019-09-03,0.07,132,0
512368,COZY & SUNNY ROOM,1687383,Juanmi,Ciutat Vella,el Raval,41.37702,2.17117,Private room,30,13,42,2019-04-30,0.42,2,357
"512666,""bcn-rentals.com  4, just 7-10 min to Ramblas"",488117,David Y Maria,Ciutat Vella,el Raval,41.3792,2.16749,Entire home/apt,125,6,64,2020-07-09,0.68,8,265"
"512737,""bcn-rentals.com  3, just 7-10 min to Ramblas"",488117,David Y Maria,Ciutat Vella,el Raval,41.37733,2.16635,Entire home/apt,86,6,20,2019-12-10,0.22,8,357"
513825,Three Bedroom Apartment Sagrada Familia - S3,1093718,Alexey,Eixample,el Fort Pienc,41.40012,2.1756,Entire home/apt,117,2,52,2020-03-01,0.51,11,354
514572,ENJOY BARCELONA IN A HUGE APARTMENT,2534420,Roser,Sants-Montjuïc,Hostafrancs,41.37964,2.14382,Entire home/apt,198,2,70,2020-12-02,1.49,1,0
515230,LuxRent Apartment Num.15,2537484,Enrique,Eixample,Sant Antoni,41.37816,2.16259,Entire home/apt,43,33,122,2016-07-17,1.22,5,360
515729,Stay close to Sagrada Family temple,2540372,Victor,Eixample,la Sagrada Família,41.40574,2.17556,Private room,68,3,7,2019-06-09,0.13,1,365
516102,Barcelona International Stop !!!,1332544,Ramon,Eixample,la Nova Esquerra de l'Eixample,41.38083,2.14678,Private room,61,2,61,2020-03-13,0.61,1,72
516340,Paseo de Gracia/Plaza Catalunya I,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.39033,2.16812,Entire home/apt,165,2,64,2018-02-05,0.62,8,270
517407,Luxury Apartment Sagrada Familia,1093718,Alexey,Eixample,la Sagrada Família,41.40081,2.17644,Entire home/apt,162,2,91,2020-12-01,0.88,11,0
518247,Ideal apartment in central,2551150,Juan Maria,Eixample,Sant Antoni,41.37714,2.16209,Entire home/apt,135,2,51,2019-10-27,0.51,1,292
519566,Comfy double room Barcelona Center,1206797,Juan Miguel,Ciutat Vella,el Barri Gòtic,41.3811,2.17891,Private room,43,31,33,2020-04-30,0.32,2,363
519631,Great location 1870´s charming home,1009636,Charles,Eixample,la Dreta de l'Eixample,41.3934,2.17302,Entire home/apt,160,1,438,2020-03-12,4.81,1,339
520389,Great Design apartment in Barcelona center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,120,3,209,2020-11-29,2.04,35,57
522705,MODERN FLAT. BARCELONA CENTER,2570705,Pilar,Eixample,la Dreta de l'Eixample,41.39672,2.16975,Entire home/apt,59,1,123,2020-02-15,1.39,1,170
"524729,Sagrada Familia up to 6,2579651,""Castro Exclusive XXI, S.L."",Eixample,la Sagrada Família,41.40248,2.1705,Entire home/apt,83,31,175,2019-08-28,1.69,7,0"
526016,LOVELY DOUBLE ROOM IN BARCELONA CENTER 1,2585816,Oscar,Eixample,Sant Antoni,41.37831,2.15957,Private room,35,300,151,2020-03-15,3.59,2,0
"526094,""Nice, sunny & quite single room in the center"",2586242,Gemma,Ciutat Vella,el Raval,41.37847,2.17238,Private room,50,2,41,2020-03-24,0.51,2,1"
527183,HABITACIÓN PLAÇA SANTS,2590800,Rosa,Sants-Montjuïc,Sants,41.37393,2.13307,Private room,31,15,4,2015-10-11,0.06,1,365
528979,Suite con mucho encanto!,2598629,Néstor,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3976,2.15404,Private room,50,2,93,2020-09-17,1.10,3,364
531195,Bright four bedroom apartment with balconies,2608724,Hector Antonella Alvaro,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,188,3,116,2020-08-21,1.12,7,0
531781,BIG room in the HEART of BARCELONA,2613787,Magda,Eixample,la Dreta de l'Eixample,41.38632,2.1663,Private room,48,1,34,2016-11-02,0.42,1,0
532775,Comfortable MARQUES apartment,1310304,Luis,Eixample,Sant Antoni,41.37641,2.16291,Entire home/apt,50,30,17,2017-09-25,0.17,56,365
534410,Loft top floor w/ Terrasse & Sagrada Familia view,2626568,Caroline,Eixample,la Dreta de l'Eixample,41.398,2.17573,Entire home/apt,150,2,144,2020-11-10,1.60,1,342
534550,Bright three bedroom apartment with balconies,2608724,Hector Antonella Alvaro,Eixample,Sant Antoni,41.37535,2.16727,Entire home/apt,225,3,37,2020-01-02,0.37,7,180
536440,Space n'Style Near Sagrada Familia!,2635405,Montserrat,Horta-Guinardó,el Baix Guinardó,41.41051,2.17175,Entire home/apt,127,3,43,2019-09-29,0.48,1,0
536470,Quiet apartment in Sagrada Familia,2635504,Mireia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40412,2.16594,Entire home/apt,209,1,72,2020-02-24,0.89,1,16
537176,Nice renewed apartament with WiFi (HUTB - 004893),2638282,Fernando,Eixample,Sant Antoni,41.38075,2.15804,Entire home/apt,60,2,355,2020-10-22,3.49,1,0
543342,Gran Vía Apartment Catalunya square,177617,Joaquin,Eixample,l'Antiga Esquerra de l'Eixample,41.38324,2.15969,Entire home/apt,37,2,208,2020-12-01,2.02,3,341
543728,Room in a nice sunny apartment,2555053,Sandra,Ciutat Vella,el Raval,41.37653,2.16693,Private room,120,5,190,2020-03-02,1.86,1,365
544995,LUXURY HOUSE IN BCN NEAR THE BEACH,2556699,Ernest,Sant Martí,la Vila Olímpica del Poblenou,41.39095,2.1965,Entire home/apt,249,1,58,2019-10-24,0.57,1,0
545207,Penthouse Room with large Terrace heart of BCN,2680490,Quim,Eixample,la Dreta de l'Eixample,41.39022,2.17628,Private room,68,1,376,2020-03-15,3.69,1,179
545811,Big room with double bed,1606665,Aline,Sant Martí,el Clot,41.40719,2.18663,Private room,40,1,8,2015-01-03,0.08,1,365
546970,Tendency Sagrada Familia 2-2,2320210,Ale & Arthur,Eixample,la Sagrada Família,41.40418,2.17246,Entire home/apt,142,3,0,,,49,314
